Name,ID,Country,Website,Groups,Aggregated subsidiaries,Region,Stage,Sector,Description,Description source,Description link,Description date,Publications: AI publications,Publications: Recent AI publication growth,Publications: AI publication percentage,Publications: AI publications in top conferences,Publications: Citations to AI research,Publications: CV publications,Publications: NLP publications,Publications: Robotics publications,Publications: Total publications,Patents: AI patents,Patents: AI patents: recent growth,Patents: AI patent percentage,Patents: Granted AI patents,Patents: Total patents,Patents: AI use cases: Agriculture,Patents: AI use cases: Banking and finance,Patents: AI use cases: Business,Patents: AI use cases: Computing in government,Patents: AI use cases: Document management and publishing,Patents: AI use cases: Education,Patents: AI use cases: Energy,Patents: AI use cases: Entertainment,Patents: AI use cases: Industry and manufacturing,Patents: AI use cases: Life sciences,Patents: AI use cases: Military,Patents: AI use cases: Nanotechnology,Patents: AI use cases: Networking,Patents: AI use cases: Personal devices and computing,Patents: AI use cases: Physical sciences and engineering,Patents: AI use cases: Security,Patents: AI use cases: Semiconductors,Patents: AI use cases: Telecommunications,Patents: AI use cases: Transportation,Patents: AI applications and techniques: Analytics and algorithms,Patents: AI applications and techniques: Computer vision,Patents: AI applications and techniques: Control,Patents: AI applications and techniques: Distributed AI,Patents: AI applications and techniques: Knowledge representation,Patents: AI applications and techniques: Language processing,Patents: AI applications and techniques: Measuring and testing,Patents: AI applications and techniques: Planning and scheduling,Patents: AI applications and techniques: Robotics,Patents: AI applications and techniques: Speech processing,Workforce: AI workers,Workforce: Tech Team 1 workers,City,State/province,PARAT link
HP,833,United States,http://www.hp.com,S&P 500,,North America,Mature,Technology Equipment,"HP is a manufacturer and seller of personal computers, printers, computer hardwares, and business solutions.",crunchbase,https://www.crunchbase.com/organization/hewlett-packard,2024-05-16,244,29.289215686274513,12.3,24,10156,92,32,8,1982,335,80.00751879699247,2.8,56,12066,0,1,31,0,9,2,4,6,47,20,0,0,5,196,2,22,0,90,0,38,91,18,1,17,8,14,24,0,15,870,8480,Palo Alto,California,https://parat.eto.tech/company/833-hp
Hewlett Packard Enterprise,487,United States,https://www.hpe.com,S&P 500,,North America,Mature,Technology Equipment,Hewlett Packard Enterprise is an edge-to-cloud company that uses comprehensive solutions to accelerate business outcomes.,crunchbase,https://www.crunchbase.com/organization/hewlett-packard-enterprise,2024-05-16,87,92.5925925925926,7.4,7,619,26,3,2,1170,426,78.56118791602663,6.5,198,6508,0,3,38,0,0,2,1,0,1,3,0,0,10,293,0,43,5,172,4,66,34,22,5,30,4,2,21,0,1,870,8480,Palo Alto,California,https://parat.eto.tech/company/487-hewlett-packard-enterprise
Fiserv,2322,United States,https://www.fiserv.com/,S&P 500,,North America,Mature,Industrial & Commercial Services,Fiserv is a provider of technology solutions to the financial services industry.,crunchbase,https://www.crunchbase.com/organization/fiserv,2024-05-16,0,,0.0,0,0,0,0,0,9,1,-100.0,1.1,1,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,8422,Brookfield,Wisconsin,https://parat.eto.tech/company/2322-fiserv
S&P Global,668,United States,https://www.spglobal.com/,S&P 500,,North America,Mature,Industrial & Commercial Services,S&P Global is a market intelligence company that provides financial information and data analytics services.,crunchbase,https://www.crunchbase.com/organization/s-p-global,2024-05-16,5,-100.0,9.1,0,18,0,0,0,55,22,300.0,32.4,9,68,0,7,12,0,0,0,0,0,0,1,0,0,0,17,0,0,0,1,0,0,3,0,0,5,0,1,8,0,0,2812,8119,New York,New York,https://parat.eto.tech/company/668-s-p-global
Booz Allen Hamilton,364,United States,http://www.boozallen.com,,,North America,Mature,Industrial & Commercial Services,"Booz Allen Hamilton is a consulting firm that specializes in analytics, technology, and engineering.",crunchbase,https://www.crunchbase.com/organization/booz-allen-hamilton,2024-05-16,170,-0.31746031746031633,17.5,27,3791,58,15,18,972,40,12.5,32.3,27,124,0,0,1,0,0,0,0,0,2,2,0,0,0,23,0,4,0,16,5,3,10,1,1,1,0,6,1,0,1,2083,7973,Mclean,Virginia,https://parat.eto.tech/company/364-booz-allen-hamilton
Advanced Micro Devices,327,United States,http://www.amd.com,S&P 500,,North America,Mature,Technology Equipment,"Advanced Micro Devices, Inc. (AMD) is an American multinational corporation and semiconductor company based in Santa Clara, California, that develops computer processors and related technologies for business and consumer markets.",wikipedia,https://en.wikipedia.org/wiki/AMD,2024-05-24,109,-1.481481481481482,8.4,9,1487,26,5,2,1292,345,10.54324169530355,7.5,215,4619,0,0,1,0,0,0,0,4,0,1,0,0,0,239,0,3,1,50,1,25,53,23,4,7,0,6,0,0,8,151,7532,Santa Clara,California,https://parat.eto.tech/company/327-advanced-micro-devices
ServiceNow,840,United States,http://www.servicenow.com/,S&P 500,,North America,Mature,Software & IT Services,"ServiceNow provides cloud-based solutions that define, structure, manage, and automate services for enterprise operations.",crunchbase,https://www.crunchbase.com/organization/service-now-com,2024-05-16,57,125.0,64.8,13,881,22,12,0,88,246,133.88442697653224,25.4,137,970,0,4,49,0,0,0,0,2,3,0,0,0,0,178,1,12,0,60,5,23,38,4,2,26,8,3,42,0,6,407,7232,Santa Clara,California,https://parat.eto.tech/company/840-servicenow
Goldman Sachs,471,United States,http://www.goldmansachs.com/,S&P 500,,North America,Mature,Banking & Investment Services,"Goldman Sachs is a multinational financial services firm providing securities, investment banking, and management services.",crunchbase,https://www.crunchbase.com/organization/goldman-sachs,2024-05-16,25,100.0,7.4,5,483,2,7,0,339,21,75.0,24.1,18,87,0,5,3,0,0,0,0,0,0,0,0,1,0,15,0,2,1,3,0,2,0,1,0,3,1,0,3,0,0,1406,7217,New York,New York,https://parat.eto.tech/company/471-goldman-sachs
Walmart,793,United States,http://www.walmart.com,S&P 500,,North America,Mature,Food & Drug Retailing,Walmart is a retail corporation that operates several chains of discount department and warehouse stores.,crunchbase,https://www.crunchbase.com/organization/walmart,2024-05-16,152,12.805429864253393,27.7,59,3983,26,31,1,548,505,-0.6898656898656897,15.8,297,3193,1,50,344,0,0,1,9,0,44,5,1,0,7,251,5,30,0,54,75,1,71,82,1,35,8,25,151,10,23,1483,7184,Bentonville,Arkansas,https://parat.eto.tech/company/793-walmart
Bosch,800,Germany,http://www.bosch.com,,,Europe,Mature,Automobiles & Auto Parts,The Bosch Group is a supplier of technology and services.,crunchbase,https://www.crunchbase.com/organization/bosch,2024-05-16,1655,26.68997668997669,18.0,226,40612,479,146,410,9185,2532,70.87594480658161,4.4,579,57954,14,52,84,2,0,9,185,5,202,49,0,2,3,931,81,100,20,234,490,230,386,717,0,136,6,386,75,1,38,464,7072,Stuttgart,Baden-Wurttemberg,https://parat.eto.tech/company/800-bosch
T-Mobile,831,United States,https://www.t-mobile.com/,S&P 500,,North America,Mature,Telecommunications Services,"T-Mobile is a telecommunications company that provides wireless communication services, including mobile phone and internet services.",crunchbase,https://www.crunchbase.com/organization/t-mobile,2024-05-16,10,0.0,9.8,2,51,4,0,1,102,189,122.81746031746032,5.4,132,3484,0,3,24,0,0,4,1,0,1,0,0,0,0,76,1,17,0,150,4,39,4,9,1,17,0,6,9,0,11,537,7035,Bellevue,Washington,https://parat.eto.tech/company/831-t-mobile
IQVIA,516,United States,https://www.iqvia.com/,S&P 500,,North America,Mature,Pharmaceuticals & Medical Research,"IQVIA provides analytics, compliance, and management solutions to the life sciences industry.",crunchbase,https://www.crunchbase.com/organization/quintilesims,2024-05-16,133,650.7407407407408,2.0,34,2571,5,14,3,6689,45,12.301587301587304,29.2,24,154,0,3,10,0,0,0,0,0,0,26,0,0,1,22,0,6,0,2,0,2,0,0,0,9,0,0,3,0,0,1697,7022,Danbury,Connecticut,https://parat.eto.tech/company/516-iqvia
Philips,201,Netherlands,https://www.philips.co.uk/,,,Europe,Mature,Healthcare Services & Equipment,"Philips is a technology company that operates in various fields, including healthcare, consumer electronics, lighting, and home appliances.",crunchbase,https://www.crunchbase.com/organization/koninklijke-philips,2024-05-16,1027,-0.230969580814782,9.4,39,27038,475,81,49,10952,1237,23.040138224348752,9.1,379,13645,0,8,52,0,0,11,2,4,13,900,0,0,2,266,2,33,0,52,3,319,467,22,3,35,11,126,43,0,22,416,6999,Amsterdam,Noord-Holland,https://parat.eto.tech/company/201-philips
Uber,737,United States,http://www.uber.com,S&P 500,,North America,Mature,Software & IT Services,"Uber develops, markets, and operates a ride-sharing mobile application that allows consumers to submit a trip request.",crunchbase,https://www.crunchbase.com/organization/uber,2024-05-16,178,-4.966124661246615,36.4,68,13326,47,16,24,489,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,6972,San Francisco,California,https://parat.eto.tech/company/737-uber
Automatic Data Processing,2224,United States,https://www.adp.com/,S&P 500,,North America,Mature,Software & IT Services,"ADP provides business outsourcing solutions that facilitate businesses in HR, payroll, and administration processes.",crunchbase,https://www.crunchbase.com/organization/adp,2024-05-16,4,,7.1,0,22,2,0,2,56,74,193.88888888888889,13.9,32,532,0,25,52,0,0,3,0,0,0,1,0,0,0,41,0,4,0,9,1,0,1,1,0,15,0,1,44,0,2,403,6789,Roseland,New Jersey,https://parat.eto.tech/company/2224-automatic-data-processing
The Bank Of New York Mellon,2229,United States,https://www.bnymellon.com/,S&P 500,,North America,Mature,Banking & Investment Services,BNY Mellon delivers informed investment management and investment services in 35 countries and serves clients around the world.,crunchbase,https://www.crunchbase.com/organization/bnymellon,2024-05-16,10,0.0,12.0,0,50,2,1,0,83,30,0.0,41.1,8,73,0,8,7,0,0,0,1,0,0,1,0,0,0,17,0,2,0,7,0,3,1,0,0,4,0,0,4,0,0,779,6596,New York,New York,https://parat.eto.tech/company/2229-the-bank-of-new-york-mellon
Leidos Holdings,839,United States,https://www.leidos.com/,S&P 500,,North America,Mature,Software & IT Services,"Leidos holdings is a provider of scientific, engineering, systems integration and technical services and solutions.",crunchbase,https://www.crunchbase.com/organization/leidos-holdings,2024-05-16,124,61.28205128205128,1.8,7,6860,36,7,23,6923,16,16.666666666666668,8.8,7,182,0,0,1,0,0,1,0,0,0,3,0,0,0,8,1,2,0,2,1,0,6,1,0,3,0,3,1,0,0,331,6373,Reston,Virginia,https://parat.eto.tech/company/839-leidos-holdings
Intuit,514,United States,http://www.intuit.com,S&P 500,,North America,Mature,Financial Technology (Fintech) & Infrastructure,"Intuit offers business and financial management solutions for small businesses, consumers, and self-employed individuals.",crunchbase,https://www.crunchbase.com/organization/intuit,2024-05-16,116,20.31194295900178,33.5,22,2294,13,20,34,346,565,39.918984285181466,35.8,393,1579,0,158,170,3,0,2,0,1,1,1,0,0,15,402,0,31,0,73,1,3,27,2,0,88,14,4,69,0,26,687,6370,Mountain View,California,https://parat.eto.tech/company/514-intuit
Tencent,245,China,https://www.tencent.com/,"Global Big Tech, GenAI Contenders",,Asia,Mature,Software & IT Services,"Tencent is an internet service portal offering value-added internet, mobile, telecom, and online advertising services.",crunchbase,https://www.crunchbase.com/organization/tencent,2024-05-16,4176,39.88257835127164,73.2,1880,116583,1886,1039,164,5704,9702,121.29365079365078,20.7,3693,46846,5,229,626,20,0,34,24,394,148,341,0,11,85,5151,12,242,9,996,384,146,1652,81,2,113,27,102,278,0,654,970,6288,Shenzhen,Guangdong,https://parat.eto.tech/company/245-tencent
Expedia Group,822,United States,https://www.expediagroup.com/,S&P 500,,North America,Mature,Cyclical Consumer Services,Expedia Group is a internet providing company they help people experience the world in new ways and build lasting connections.,crunchbase,https:// https://www.crunchbase.com/organization/expedia-group,2024-05-16,34,18.333333333333332,44.2,5,395,1,6,6,77,6,-100.0,7.4,6,81,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,896,5856,Seattle,Washington,https://parat.eto.tech/company/822-expedia-group
Charter Communications,1985,United States,https://corporate.charter.com/,S&P 500,,North America,Mature,Industrial Goods,Charter is a telecommunications and mass media company that offers its services to consumers and businesses under the branding of Spectrum.,crunchbase,https:// https://www.crunchbase.com/organization/charter-communications,2024-05-16,2,,18.2,0,1,1,0,0,11,50,200.0,6.4,35,778,0,1,5,0,0,0,0,0,0,1,0,0,0,16,0,6,0,42,0,22,6,0,0,1,0,3,1,0,0,483,5640,Stamford,Connecticut,https://parat.eto.tech/company/1985-charter-communications
U.S. Bancorp,2175,United States,https://www.usbank.com/index.html,S&P 500,,North America,Mature,Banking & Investment Services,"U.S. Bancorp is a financial holding company, offers banking, investment, mortgage, trust, and payment services and products for its clients",crunchbase,https:// https://www.crunchbase.com/organization/u-s-bancorp,2024-05-16,0,,0.0,0,0,0,0,0,4,4,-100.0,22.2,2,18,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,5560,Minneapolis,Minnesota,https://parat.eto.tech/company/2175-u-s-bancorp
Broadcom,2236,United States,https://www.broadcom.com/,S&P 500,,North America,Mature,Technology Equipment,"Broadcom is a designer, developer, and global supplier of a broad range of analog and digital semiconductor connectivity solutions.",crunchbase,https://www.crunchbase.com/organization/broadcom,2024-05-16,21,-66.66666666666667,1.8,0,472,3,3,1,1170,185,-18.691091517178474,3.2,102,5852,0,3,17,0,0,0,0,0,0,2,0,0,3,125,0,36,0,80,0,18,16,2,1,23,3,0,15,0,2,33,5524,San Jose,California,https://parat.eto.tech/company/2236-broadcom
GE Healthcare,462,United States,http://www.gehealthcare.com,S&P 500,,North America,Mature,Unknown,"GE HealthCare Technologies, Inc. is an American multinational medical technology company headquartered in Chicago, Illinois. It was spun-off from General Electric on January 4, 2023, with GE retaining 6.7%. As of 2017, it is a manufacturer and distributor of diagnostic imaging agents and radiopharmaceuticals for imaging modalities used in medical imaging procedures. It offers dyes used in magnetic-resonance-imaging procedures; manufactures medical diagnostic equipment, including CT image machines; MRI, X-ray; ultrasound; cath labs; mammogram; Nuclear Medicine Cameras; and develops health technology for medical imaging and information technologies, medical diagnostics, patient monitoring systems, disease research, drug discovery, and biopharmaceutical manufacturing. It was incorporated in 1994 and operates in more than 100 countries. ",wikipedia,https://en.wikipedia.org/wiki/GE_Healthcare,2024-06-18,196,77.97619047619048,7.2,0,4220,102,3,2,2733,409,180.96908939014202,19.9,173,2055,0,0,8,0,0,0,1,0,3,319,0,0,1,71,1,4,0,8,0,63,281,4,0,7,0,55,8,0,0,329,5019,Chicago,Illinois,https://parat.eto.tech/company/462-ge-healthcare
Motorola Solutions,2422,United States,https://www.motorolasolutions.com/,S&P 500,,North America,Mature,Technology Equipment,Motorola Solutions creates mission-critical communication solutions and services for public safety and commercial customers.,crunchbase,https://www.crunchbase.com/organization/motorola-solutions,2024-05-16,34,52.77777777777778,9.6,1,1709,15,1,1,353,100,24.444444444444446,5.2,69,1907,1,5,20,16,0,0,0,0,0,3,0,0,1,55,1,29,0,48,7,8,32,10,1,6,1,6,17,0,10,80,4876,Chicago,Illinois,https://parat.eto.tech/company/2422-motorola-solutions
Synopsys,845,United States,http://www.synopsys.com,S&P 500,,North America,Mature,Software & IT Services,"Synopsys is a software company providing electronic design automation (EDA), semiconductor IP, software quality, and security solutions.",crunchbase,https://www.crunchbase.com/organization/synopsys,2024-05-16,104,49.65367965367965,6.0,1,1028,7,3,2,1744,79,54.444444444444436,7.2,56,1093,0,0,0,0,0,0,0,0,2,0,0,1,0,76,0,3,8,4,0,34,3,3,0,3,0,6,0,0,0,89,4815,Mountain View,California,https://parat.eto.tech/company/845-synopsys
Baidu,37,China,http://www.baidu.com,"Global Big Tech, GenAI Contenders",,Asia,Mature,Software & IT Services,Baidu is a search engine that enables individuals to obtain information and finds what they need.,crunchbase,https://www.crunchbase.com/organization/baidu,2024-05-16,1910,59.81396142686466,56.3,840,91929,846,439,79,3392,10182,97.76708905266177,37.2,5567,27352,8,131,621,47,0,35,83,34,146,190,0,2,39,5868,39,224,22,845,879,107,1692,542,3,254,103,441,383,0,743,590,4802,Beijing,Beijing ,https://parat.eto.tech/company/37-baidu
Charles Schwab Corporation,2255,United States,https://www.schwab.com/,S&P 500,,North America,Mature,Banking & Investment Services,"Charles Schwab offers a wide range of investment advice, products & services.",crunchbase,https://www.crunchbase.com/organization/charles-schwab,2024-05-16,0,,0.0,0,0,0,0,0,23,15,50.0,12.9,9,116,0,3,5,0,0,0,0,0,0,0,0,0,0,12,0,1,0,2,0,0,0,0,0,2,0,0,1,0,1,374,4771,Westlake,Texas,https://parat.eto.tech/company/2255-charles-schwab-corporation
Tesla,247,United States,https://www.tesla.com/,S&P 500,,North America,Mature,Unknown,"Tesla Motors is an electric vehicle and clean energy company that provides electric cars, solar, and renewable energy solutions.",crunchbase,https://www.crunchbase.com/organization/tesla-motors,2024-05-16,10,0.0,5.2,0,389,3,0,3,192,55,-53.84615384615385,7.5,31,737,0,3,0,0,0,0,2,0,0,2,0,0,1,35,2,1,1,8,20,2,16,18,0,0,0,6,0,0,0,787,4676,Palo Alto,California,https://parat.eto.tech/company/247-tesla
Roche,663,Switzerland,http://www.roche.com,,Genentech,Europe,Mature,Pharmaceuticals & Medical Research,Roche is a pharmaceutical and diagnostics company that focuses on improving people’s lives.,crunchbase,https://www.crunchbase.com/organization/roche,2024-05-16,451,34.55337690631808,1.7,13,7662,146,35,60,27199,253,100.26455026455027,4.5,45,5641,0,1,4,0,0,2,0,1,1,166,0,0,1,56,0,3,0,12,0,27,109,4,0,5,0,31,4,0,1,1060,4614,Basel,Basel-Stadt,https://parat.eto.tech/company/663-roche
Target,710,United States,https://www.target.com/,S&P 500,,North America,Mature,Retailers,"Target is an American retailing company providing access to a wide selection of products such as furniture, electronics, toys, and more.",crunchbase,https://www.crunchbase.com/organization/target,2024-05-16,62,104.62962962962963,2.4,6,739,21,3,4,2637,51,28.013468013468014,4.6,31,1100,0,4,34,0,0,0,0,0,3,0,0,0,0,25,0,4,0,8,1,0,9,1,1,2,1,0,17,0,0,796,4608,Minneapolis,Minnesota,https://parat.eto.tech/company/710-target
Autodesk,345,United States,http://www.autodesk.com,S&P 500,,North America,Mature,Software & IT Services,"Autodesk develops 3D design software for use in the architecture, engineering, construction, and media industries.",crunchbase,https://www.crunchbase.com/organization/autodesk,2024-05-16,134,83.8468720821662,17.5,32,4963,43,4,28,764,84,82.42424242424242,17.0,44,494,0,1,7,0,0,0,0,0,12,0,0,0,0,73,5,0,0,1,0,40,33,10,0,8,0,0,7,0,1,313,4607,San Rafael,California,https://parat.eto.tech/company/345-autodesk
